export_name,key,question,context,fieldTitle
AsylumFamilyViolence068,ASYLUM_FAMILY_VIOLENCE_068,Were you denied necessary medication?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence069,ASYLUM_FAMILY_VIOLENCE_069,Did your family threaten you with institutionalization?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence070,ASYLUM_FAMILY_VIOLENCE_070,Were you forced into psychiatric treatment?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Medical Information
AsylumFamilyViolence071,ASYLUM_FAMILY_VIOLENCE_071,Did your family claim you were mentally ill to control you?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence072,ASYLUM_FAMILY_VIOLENCE_072,Were you threatened with being declared incompetent?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence073,ASYLUM_FAMILY_VIOLENCE_073,Did your family control your legal documents?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Documentation
AsylumFamilyViolence074,ASYLUM_FAMILY_VIOLENCE_074,Were you prevented from accessing your passport?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence075,ASYLUM_FAMILY_VIOLENCE_075,Did your family threaten to report you to immigration?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence076,ASYLUM_FAMILY_VIOLENCE_076,Were you threatened with deportation by family?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence077,ASYLUM_FAMILY_VIOLENCE_077,Did your family use your immigration status to control you?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence078,ASYLUM_FAMILY_VIOLENCE_078,Were you prevented from applying for legal status?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence079,ASYLUM_FAMILY_VIOLENCE_079,Did your family threaten to withdraw sponsorship?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence080,ASYLUM_FAMILY_VIOLENCE_080,Were you forced to work without pay for family?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence081,ASYLUM_FAMILY_VIOLENCE_081,Did your family exploit your labor?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence082,ASYLUM_FAMILY_VIOLENCE_082,Were you treated as a servant in your family?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence083,ASYLUM_FAMILY_VIOLENCE_083,Did your family profit from your work without compensation?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence084,ASYLUM_FAMILY_VIOLENCE_084,Were you forced to turn over your earnings?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence085,ASYLUM_FAMILY_VIOLENCE_085,Did your family control your bank accounts?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence086,ASYLUM_FAMILY_VIOLENCE_086,Were you prevented from opening your own accounts?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence087,ASYLUM_FAMILY_VIOLENCE_087,Did your family steal your money or benefits?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence088,ASYLUM_FAMILY_VIOLENCE_088,Were you forced to sign financial documents?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Documentation
AsylumFamilyViolence089,ASYLUM_FAMILY_VIOLENCE_089,Did your family use your credit without permission?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence090,ASYLUM_FAMILY_VIOLENCE_090,Were you threatened with financial ruin?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence091,ASYLUM_FAMILY_VIOLENCE_091,Did your family sabotage your employment?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence092,ASYLUM_FAMILY_VIOLENCE_092,Were you prevented from maintaining steady work?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence093,ASYLUM_FAMILY_VIOLENCE_093,Did your family interfere with your education?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence094,ASYLUM_FAMILY_VIOLENCE_094,Were you forced to drop out of school?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence095,ASYLUM_FAMILY_VIOLENCE_095,Did your family prevent you from learning skills?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence096,ASYLUM_FAMILY_VIOLENCE_096,Were you denied opportunities for advancement?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence097,ASYLUM_FAMILY_VIOLENCE_097,Did your family threaten your teachers or employers?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence098,ASYLUM_FAMILY_VIOLENCE_098,Were you forced to lie about your family situation?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence099,ASYLUM_FAMILY_VIOLENCE_099,Did your family coach you on what to say to authorities?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence100,ASYLUM_FAMILY_VIOLENCE_100,Were you threatened with consequences for seeking help?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence101,ASYLUM_FAMILY_VIOLENCE_101,Did your family monitor your interactions with outsiders?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence102,ASYLUM_FAMILY_VIOLENCE_102,Were you punished for speaking to social workers?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence103,ASYLUM_FAMILY_VIOLENCE_103,Did your family threaten you before court appearances?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence104,ASYLUM_FAMILY_VIOLENCE_104,Were you forced to recant statements about abuse?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence105,ASYLUM_FAMILY_VIOLENCE_105,Did your family pressure you to drop charges?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence106,ASYLUM_FAMILY_VIOLENCE_106,Were you threatened if you cooperated with investigations?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence107,ASYLUM_FAMILY_VIOLENCE_107,Did your family hire lawyers to intimidate you?,"Please provide the exact date if known, or your best estimate. Use MM/DD/YYYY format.",Date
AsylumFamilyViolence108,ASYLUM_FAMILY_VIOLENCE_108,Were you sued by family members to silence you?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence109,ASYLUM_FAMILY_VIOLENCE_109,Did your family use the legal system to harass you?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumTorturePersecution001,ASYLUM_TORTURE_PERSECUTION_001,Were you physically tortured by government agents?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumTorturePersecution002,ASYLUM_TORTURE_PERSECUTION_002,Did authorities use electric shock on you?,"Please provide as much detail as possible, including specific dates, locations, and circumstances.",Details
AsylumTorturePersecution003,ASYLUM_TORTURE_PERSECUTION_003,Were you subjected to waterboarding or simulated drowning?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumTorturePersecution004,ASYLUM_TORTURE_PERSECUTION_004,Did you experience sexual torture?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumTorturePersecution005,ASYLUM_TORTURE_PERSECUTION_005,Were you subjected to psychological torture?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumTorturePersecution006,ASYLUM_TORTURE_PERSECUTION_006,Did authorities use sleep deprivation as torture?,"Please describe the specific methods used, duration, frequency, and any lasting physical or psychological effects.",Details
AsylumTorturePersecution007,ASYLUM_TORTURE_PERSECUTION_007,Were you tortured with extreme temperatures?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumTorturePersecution008,ASYLUM_TORTURE_PERSECUTION_008,Did you experience prolonged stress positions?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumTorturePersecution009,ASYLUM_TORTURE_PERSECUTION_009,Were you subjected to sensory deprivation?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumTorturePersecution010,ASYLUM_TORTURE_PERSECUTION_010,Did authorities use loud music or sounds to torture you?,"Please describe the specific methods used, duration, frequency, and any lasting physical or psychological effects.",Details
AsylumTorturePersecution011,ASYLUM_TORTURE_PERSECUTION_011,Were you tortured with bright lights?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
